trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
4,499,30.42,4,6,0,0.012024048,0.060961924,0.666666667,0
6,1239,94.94,2,0,5,0.010492333,0.076626312,0.153846154,0
1,18,20.66,4,4,5,1.611111111,1.147777778,0.137931034,0
4,455,89.1,7,0,3,0.008791209,0.195824176,1.75,0
5,141,51.73,6,5,0,0.09929078,0.366879433,0.428571429,0
4,58,23.55,3,4,3,0.120689655,0.406034483,0.428571429,0
1,846,4.2,3,3,5,0.001182033,0.004964539,3,0
3,801,47.12,10,7,5,0.028714107,0.058826467,0.434782609,0
6,1795,88.13,4,10,5,0.003342618,0.049097493,0.666666667,0
5,1524,32.56,0,1,2,0.017716535,0.021364829,0,0
6,284,60.84,0,2,3,0.038732394,0.214225352,0,0
3,851,15.46,1,2,0,0.01880141,0.018166863,0.0625,0
6,1627,87.66,7,0,5,0.012292563,0.053878304,0.35,0
5,1149,36.63,7,0,4,0.019147084,0.031879896,0.318181818,0
2,1269,59.1,5,5,5,0.006304177,0.046572104,0.625,0
1,809,15.94,5,2,3,0.032138443,0.019703337,0.192307692,0
5,1122,7.37,5,5,5,0.012477718,0.006568627,0.357142857,0
2,1203,74.91,9,1,3,0.010806318,0.062269327,0.692307692,0
6,1053,40.34,2,1,0,0.000949668,0.038309592,2,0
1,1075,3.22,5,1,3,0.001860465,0.002995349,2.5,0
1,1512,75,11,6,1,0.015873016,0.049603175,0.458333333,1
2,524,1.39,8,7,1,0.017175573,0.002652672,0.888888889,0
5,87,63.45,2,7,3,0.149425287,0.729310345,0.153846154,0
6,1743,42.09,11,2,2,0.012621916,0.024148021,0.5,0
2,1286,61.21,5,9,3,0.00622084,0.047597201,0.625,0
1,1403,59.68,4,1,1,0.013542409,0.04253742,0.210526316,0
3,482,10.14,8,10,4,0.043568465,0.021037344,0.380952381,0
1,22,5.67,11,10,3,0.954545455,0.257727273,0.523809524,0
5,102,14.49,0,2,3,0.166666667,0.142058824,0,0
2,245,55.29,0,10,2,0.053061224,0.225673469,0,0
1,1434,8.6,10,9,2,0.015341702,0.005997211,0.454545455,1
1,1486,57.13,4,1,1,0.015477793,0.038445491,0.173913043,0
5,336,72.56,2,5,2,0.056547619,0.215952381,0.105263158,0
1,1126,31.39,8,7,3,0.002664298,0.027877442,2.666666667,0
6,689,51.27,1,10,0,0.027576197,0.074412192,0.052631579,0
1,886,84.93,9,3,5,0.015801354,0.095857788,0.642857143,0
4,1603,90,1,1,5,0.00062383,0.056144729,1,0
3,1808,89.35,5,1,1,0.013827434,0.049419248,0.2,0
1,213,17.76,11,3,0,0.051643192,0.083380282,1,0
3,1515,44.1,1,1,0,0.015841584,0.029108911,0.041666667,0
6,1098,33.87,0,10,1,0.007285974,0.030846995,0,0
3,1814,39.47,3,9,5,0.008820287,0.021758545,0.1875,0
5,937,70.88,4,1,3,0.006403415,0.075645678,0.666666667,0
6,1147,17.81,2,9,4,0.005231037,0.015527463,0.333333333,0
4,123,88.45,0,7,3,0.06504065,0.719105691,0,0
3,1027,80.15,8,5,3,0.00194742,0.078042843,4,0
6,73,31.2,6,3,5,0.410958904,0.42739726,0.2,0
3,1018,66.26,8,5,2,0.019646365,0.065088409,0.4,0
6,658,49.76,11,4,1,0.024316109,0.0756231,0.6875,0
3,410,53.61,1,7,5,0.041463415,0.130756098,0.058823529,0
2,1746,75.13,1,1,5,0.016036655,0.043029782,0.035714286,0
4,945,96.49,10,4,1,0.002116402,0.10210582,5,0
3,1082,91.51,11,6,0,0.003696858,0.084574861,2.75,0
4,1793,26.52,3,8,4,0.007808143,0.014790853,0.214285714,0
6,511,83.43,3,7,0,0.001956947,0.163268102,3,0
4,331,39.03,7,5,3,0.054380665,0.117915408,0.388888889,0
5,1196,87.05,8,7,0,0.013377926,0.072784281,0.5,0
5,1684,35.59,2,3,4,0.014251781,0.021134204,0.083333333,0
5,843,7.77,5,3,3,0.013048636,0.009217082,0.454545455,0
6,671,0.14,10,3,1,0.010432191,0.000208644,1.428571429,0
4,1724,79.77,0,6,1,0.010440835,0.046270302,0,0
1,1082,10.09,11,3,5,0.011090573,0.009325323,0.916666667,0
6,1386,57.73,11,4,3,0.015873016,0.041652237,0.5,0
2,157,5.35,11,4,2,0.070063694,0.034076433,1,0
2,923,19.04,1,1,1,0.01191766,0.020628386,0.090909091,0
2,1249,13.14,1,6,1,0.013610889,0.010520416,0.058823529,0
6,663,0.03,8,5,2,0.040723982,4.52E-05,0.296296296,0
6,1477,30.69,0,3,4,0.009478673,0.020778605,0,0
4,1225,88.95,11,9,5,0.003265306,0.072612245,2.75,0
1,1399,47.76,3,2,2,0.012151537,0.03413867,0.176470588,0
4,227,71.24,0,0,0,0.030837004,0.313832599,0,0
4,399,68.52,1,9,4,0.030075188,0.171729323,0.083333333,0
3,1705,71.83,0,6,2,0.002346041,0.042129032,0,0
6,69,79.78,8,1,1,0.362318841,1.156231884,0.32,0
1,1213,93.48,9,1,3,0.012366035,0.077065128,0.6,0
6,1448,58.75,11,8,0,0.013812155,0.040573204,0.55,0
3,723,83.06,11,5,0,0.01659751,0.114882434,0.916666667,0
6,720,49.12,11,4,5,0.023611111,0.068222222,0.647058824,0
3,458,6.04,3,10,4,0.048034934,0.013187773,0.136363636,0
1,43,23.08,4,6,2,0.604651163,0.536744186,0.153846154,0
6,1649,43.91,9,0,0,0.00970285,0.02662826,0.5625,0
6,583,24.41,9,8,3,0.02058319,0.04186964,0.75,0
2,541,90.34,6,3,4,0.01663586,0.166987061,0.666666667,0
1,600,8.8,6,8,3,0.048333333,0.014666667,0.206896552,1
3,946,43.23,6,5,0,0.030655391,0.045697674,0.206896552,0
1,923,72.62,5,9,3,0.022751896,0.078678223,0.238095238,1
3,1762,30.71,7,3,3,0.006810443,0.017429058,0.583333333,0
6,941,47.36,9,4,0,0.018065887,0.050329437,0.529411765,0
3,1449,10.67,9,0,3,0.020703934,0.007363699,0.3,0
5,439,34.27,0,5,1,0.066059226,0.078063781,0,0
6,1413,6.91,7,8,5,0.001415428,0.004890304,3.5,0
1,1448,1.22,0,6,1,0.001381215,0.000842541,0,0
6,481,24.17,1,5,1,0.027027027,0.05024948,0.076923077,0
4,1325,53.33,3,4,2,0.022641509,0.040249057,0.1,0
3,670,16.76,0,7,5,0.034328358,0.025014925,0,0
2,459,58.95,4,10,5,0.023965142,0.128431373,0.363636364,0
4,173,53.37,4,2,0,0.005780347,0.30849711,4,0
1,389,35.92,6,6,0,0.038560411,0.092339332,0.4,0
5,110,19.72,1,7,4,0.118181818,0.179272727,0.076923077,0
4,1463,59.89,11,9,5,0.007518797,0.040936432,1,0
1,1045,45.74,0,2,4,0.026794258,0.043770335,0,1
1,400,22.96,2,6,0,0.0475,0.0574,0.105263158,0
3,868,61.36,6,2,3,0.02764977,0.070691244,0.25,0
6,1192,59.87,8,6,3,0.020134228,0.05022651,0.333333333,0
4,1066,14.91,7,8,1,0.001876173,0.013986867,3.5,0
1,1348,78.76,1,0,0,0.014094955,0.0584273,0.052631579,0
6,762,59.93,5,0,4,0.009186352,0.078648294,0.714285714,0
4,1039,4.5,0,0,2,0.002887392,0.004331088,0,0
2,884,79.98,4,6,5,0.004524887,0.090475113,1,0
4,1284,22.83,1,3,4,0.023364486,0.017780374,0.033333333,0
2,404,7.98,0,1,2,0.066831683,0.019752475,0,0
6,884,90.71,4,0,5,0.012443439,0.102613122,0.363636364,0
4,1796,88.53,0,9,0,0.001113586,0.049292873,0,0
3,565,30.39,2,3,4,0.02300885,0.053787611,0.153846154,0
1,275,65.55,1,5,1,0.098181818,0.238363636,0.037037037,0
5,1326,73.47,5,1,4,0.018099548,0.05540724,0.208333333,0
6,814,41.64,6,3,4,0.007371007,0.051154791,1,0
5,871,83.86,9,9,4,0.017221584,0.096280138,0.6,0
6,1223,16.79,1,4,3,0.000817661,0.013728536,1,0
2,45,32.81,4,4,0,0.133333333,0.729111111,0.666666667,0
5,441,86.58,1,2,3,0.024943311,0.196326531,0.090909091,0
1,1545,60.97,4,10,1,0.010355987,0.039462783,0.25,0
6,854,18.45,10,9,4,0.032786885,0.021604215,0.357142857,0
2,1280,41.86,6,3,1,0.00390625,0.032703125,1.2,0
4,1412,47.42,10,1,5,0.000708215,0.033583569,10,0
3,1520,77.71,7,6,4,0.008552632,0.051125,0.538461538,0
2,932,80.12,2,1,3,0.003218884,0.085965665,0.666666667,0
4,1302,54.48,7,2,3,0.009984639,0.041843318,0.538461538,0
6,206,11.67,6,4,3,0.009708738,0.056650485,3,0
3,1427,17.54,5,8,4,0.018920813,0.012291521,0.185185185,0
4,514,53.76,6,1,0,0.040856031,0.10459144,0.285714286,0
3,471,25.25,4,8,3,0.050955414,0.053609342,0.166666667,0
1,1434,74.97,3,5,1,0.018131102,0.052280335,0.115384615,1
1,764,37.46,4,8,0,0.020942408,0.049031414,0.25,0
1,135,63.18,7,6,4,0.022222222,0.468,2.333333333,0
3,1227,9.43,9,4,0,0.006519967,0.007685412,1.125,0
6,990,56.52,2,3,4,0.016161616,0.057090909,0.125,0
2,1467,14.48,7,10,5,0.015678255,0.009870484,0.304347826,0
5,1345,45.01,11,9,1,0.020074349,0.033464684,0.407407407,0
6,1571,13.93,0,6,0,0.015913431,0.008866964,0,0
6,931,16.24,5,5,4,0.024704619,0.017443609,0.217391304,0
2,271,97.17,5,2,0,0.05904059,0.358560886,0.3125,0
1,19,63.22,0,2,4,0.631578947,3.327368421,0,0
6,226,56.79,2,10,2,0.061946903,0.251283186,0.142857143,0
3,731,9.39,2,7,3,0.036935705,0.012845417,0.074074074,0
4,828,66.56,7,4,3,0.007246377,0.080386473,1.166666667,0
5,233,0.54,2,8,0,0.081545064,0.002317597,0.105263158,0
6,1332,16.78,10,2,4,0.003003003,0.012597598,2.5,0
1,1775,30.56,0,2,2,0.003380282,0.017216901,0,0
6,191,8.55,9,4,2,0.005235602,0.044764398,9,0
3,1162,90.67,0,2,0,0.022375215,0.07802926,0,0
6,165,60.67,11,9,4,0.018181818,0.36769697,3.666666667,0
3,111,99.53,8,10,3,0.081081081,0.896666667,0.888888889,0
3,839,27.44,10,2,3,0.032181168,0.032705602,0.37037037,0
1,1747,25.78,3,3,0,0.010875787,0.014756726,0.157894737,0
3,1683,64.28,10,6,5,0.013071895,0.038193702,0.454545455,0
6,389,75.87,9,2,1,0.01285347,0.19503856,1.8,0
3,1587,30.25,3,1,0,0.001890359,0.019061122,1,0
1,213,48.5,0,0,3,0.126760563,0.227699531,0,0
1,666,58.91,2,9,1,0.022522523,0.088453453,0.133333333,0
4,455,17.87,1,1,4,0.015384615,0.039274725,0.142857143,0
3,859,84.15,7,4,2,0.005820722,0.097962747,1.4,0
2,861,74.41,2,0,4,0.004645761,0.086422764,0.5,0
5,889,54.78,8,7,5,0.024746907,0.061619798,0.363636364,0
2,1240,10.77,0,5,3,0.014516129,0.008685484,0,0
3,160,2.37,0,9,0,0.05,0.0148125,0,0
1,884,3.61,8,0,5,0.019230769,0.00408371,0.470588235,0
2,609,20.04,0,10,4,0.019704433,0.032906404,0,0
2,502,23.46,6,3,4,0.057768924,0.046733068,0.206896552,0
1,631,94.61,6,5,3,0.019017433,0.149936609,0.5,0
2,1656,2.7,0,10,1,0.003019324,0.001630435,0,0
3,574,92.73,8,0,3,0.022648084,0.161550523,0.615384615,0
2,888,55.67,11,5,5,0.016891892,0.062691441,0.733333333,0
4,1412,88.07,1,8,1,0.002832861,0.062372521,0.25,0
1,195,67.44,7,4,4,0.061538462,0.345846154,0.583333333,0
3,169,0.16,9,1,3,0.130177515,0.000946746,0.409090909,0
5,1263,77.22,10,7,4,0.006334125,0.061140143,1.25,0
2,295,92.67,7,1,2,0.074576271,0.314135593,0.318181818,0
4,876,53.17,1,8,5,0.014840183,0.060696347,0.076923077,0
6,1789,15.16,3,10,4,0.009502515,0.008474008,0.176470588,0
6,1530,56.97,6,9,2,0.003267974,0.037235294,1.2,0
4,923,93.36,2,2,3,0.018418202,0.101148429,0.117647059,0
6,1164,89.32,11,4,1,0.006872852,0.076735395,1.375,0
1,904,9.85,10,2,3,0.011061947,0.010896018,1,0
4,1293,55.85,9,10,5,0.006187162,0.043194122,1.125,0
2,1230,95.63,5,7,3,0.001626016,0.077747967,2.5,0
6,510,27.59,8,5,4,0.003921569,0.054098039,4,0
6,1586,90.12,8,2,0,0.018284994,0.056822194,0.275862069,0
1,1043,26.42,8,2,5,0.01725791,0.025330777,0.444444444,0
4,975,24.49,6,2,0,0.002051282,0.025117949,3,0
6,1235,10.5,4,3,1,0.020242915,0.008502024,0.16,0
6,1034,30.4,2,3,2,0.001934236,0.029400387,1,0
1,1812,36.14,10,1,2,0.004415011,0.019944812,1.25,0
5,720,73.29,8,10,3,0.005555556,0.101791667,2,0
1,518,48.65,9,10,3,0.05019305,0.093918919,0.346153846,1
3,1065,15.49,7,9,1,0.018779343,0.014544601,0.35,0
6,351,70.31,6,8,2,0.05982906,0.20031339,0.285714286,0
5,1610,93.67,4,6,2,0.00310559,0.058180124,0.8,0
5,1210,34,8,2,1,0.014049587,0.028099174,0.470588235,0
6,434,15.09,6,5,5,0.004608295,0.034769585,3,0
5,1716,28,5,6,0,0.013986014,0.016317016,0.208333333,0
5,542,69.76,4,2,0,0.035055351,0.128708487,0.210526316,0
5,1629,58.91,3,2,5,0.01043585,0.03616329,0.176470588,0
4,969,82.38,10,6,3,0.022703818,0.08501548,0.454545455,0
1,1177,82.53,8,0,4,0.01104503,0.070118946,0.615384615,0
1,326,93.09,9,0,1,0.012269939,0.285552147,2.25,0
6,615,96.76,4,8,3,0.030894309,0.157333333,0.210526316,0
4,120,41.28,1,0,0,0.058333333,0.344,0.142857143,0
3,1467,70.58,7,9,0,0.007498296,0.048111793,0.636363636,0
5,1620,83.68,4,3,2,0.008641975,0.051654321,0.285714286,0
6,1816,14.92,6,4,2,0.016519824,0.008215859,0.2,0
4,620,99.63,0,7,2,0.003225806,0.160693548,0,0
3,1374,52.01,3,4,1,0.000727802,0.037852984,3,0
2,517,83.67,0,1,3,0.02901354,0.161837524,0,0
2,940,73.36,2,9,2,0.00212766,0.078042553,1,0
5,78,74.44,0,2,5,0.358974359,0.954358974,0,0
4,1221,20.33,6,7,0,0.022113022,0.016650287,0.222222222,0
1,81,6.18,2,4,5,0.234567901,0.076296296,0.105263158,0
2,550,81.73,0,10,0,0.054545455,0.1486,0,0
4,239,47.98,6,1,1,0.09623431,0.200753138,0.260869565,0
3,827,39.43,1,2,4,0.008464329,0.047678356,0.142857143,0
4,316,16.35,9,8,0,0.009493671,0.051740506,3,0
5,805,51.76,11,4,3,0.00621118,0.064298137,2.2,0
4,89,84.35,1,9,1,0.134831461,0.947752809,0.083333333,0
5,401,20.27,2,6,3,0.002493766,0.050548628,2,0
4,933,82.79,6,9,4,0.002143623,0.088735263,3,0
2,1564,24.77,0,9,5,0.004475703,0.015837596,0,0
2,369,36.17,10,4,2,0.056910569,0.09802168,0.476190476,0
4,1155,73.36,11,10,0,0.014718615,0.063515152,0.647058824,0
1,1782,13.34,5,1,4,0.015151515,0.007485971,0.185185185,1
5,970,14.69,3,1,4,0.028865979,0.01514433,0.107142857,0
4,1310,95.65,0,10,0,0.016030534,0.073015267,0,0
1,1542,9.99,2,10,2,0.019455253,0.006478599,0.066666667,1
4,1735,83.37,10,5,0,0.012680115,0.048051873,0.454545455,0
6,1083,35.82,4,7,1,0.003693444,0.033074792,1,0
1,883,74.69,11,2,2,0.012457531,0.084586636,1,0
6,52,70.03,8,6,5,0.038461538,1.346730769,4,0
4,1568,99.64,3,2,4,0.015306122,0.063545918,0.125,0
5,50,53.55,3,8,5,0.08,1.071,0.75,0
3,1203,31.51,9,1,4,0.014962594,0.026192851,0.5,0
5,1618,60.74,11,10,4,0.013597033,0.037540173,0.5,0
6,1065,79.82,6,5,5,0.025352113,0.074948357,0.222222222,0
3,1656,26.2,5,7,3,0.000603865,0.015821256,5,0
2,1397,69.02,7,4,4,0.007158196,0.04940587,0.7,0
4,1405,43.3,4,9,1,0.007117438,0.030818505,0.4,0
2,1775,19.21,8,2,4,0.001126761,0.010822535,4,0
6,1230,17.65,9,3,2,0.004878049,0.014349593,1.5,0
2,931,68.85,1,9,0,0.026852846,0.073952739,0.04,0
3,1496,85.06,7,9,2,0.002005348,0.056858289,2.333333333,0
3,1501,42.54,10,7,3,0.005996003,0.028341106,1.111111111,0
3,1012,26.27,0,1,1,0.004940711,0.025958498,0,0
4,451,67.08,8,10,5,0.013303769,0.148736142,1.333333333,0
3,452,39.55,0,7,3,0.053097345,0.0875,0,0
6,486,91.58,3,2,4,0.041152263,0.188436214,0.15,0
4,558,25.96,2,10,5,0.010752688,0.046523297,0.333333333,0
3,1569,19.5,6,2,4,0.008922881,0.012428298,0.428571429,0
6,552,3.78,8,6,3,0.003623188,0.006847826,4,0
2,149,49.15,5,1,0,0.020134228,0.329865772,1.666666667,0
1,994,81.79,9,4,0,0.016096579,0.082283702,0.5625,0
1,1742,52.47,7,4,4,0.010332951,0.030120551,0.388888889,0
2,1476,97.73,9,0,1,0.010162602,0.066212737,0.6,0
3,587,8.2,11,2,5,0.032367973,0.013969336,0.578947368,0
1,824,25.31,1,9,4,0.019417476,0.030716019,0.0625,0
4,400,86.11,0,7,0,0.0025,0.215275,0,0
1,1506,36.67,7,3,4,0.011952191,0.02434927,0.388888889,0
6,1635,98.26,0,10,4,0.002446483,0.060097859,0,0
2,1294,89.66,8,3,3,0.017001546,0.069289026,0.363636364,0
4,1520,49.67,5,6,2,0.017763158,0.032677632,0.185185185,0
6,1283,89.36,7,2,0,0.023382697,0.06964926,0.233333333,0
4,976,15.59,6,9,0,0.029713115,0.015973361,0.206896552,0
4,1793,4.58,7,1,4,0.01617401,0.002554378,0.24137931,0
2,95,79.98,2,0,4,0.231578947,0.841894737,0.090909091,0
4,946,92.48,10,1,1,0.017970402,0.097758985,0.588235294,0
5,450,13.67,5,2,0,0.057777778,0.030377778,0.192307692,0
5,1778,66.21,7,10,0,0.005061867,0.03723847,0.777777778,0
5,1461,16.45,0,9,5,0.015742642,0.011259411,0,0
5,1248,58.5,9,5,3,0.024038462,0.046875,0.3,0
2,1646,62.93,3,5,5,0.002430134,0.038232078,0.75,0
2,137,66.41,9,6,1,0.051094891,0.484744526,1.285714286,0
2,214,14.17,0,4,3,0.056074766,0.066214953,0,0
6,1826,42.12,4,10,5,0.009857612,0.023066813,0.222222222,0
1,901,31.16,4,9,2,0.027746948,0.034583796,0.16,1
1,1692,21.21,4,10,5,0.007092199,0.012535461,0.333333333,0
1,1129,87.01,7,2,3,0.006200177,0.077068202,1,0
5,808,52.65,10,5,3,0.018564356,0.065160891,0.666666667,0
2,119,57.6,7,1,5,0.067226891,0.484033613,0.875,0
2,1021,6.24,1,10,2,0.002938296,0.006111655,0.333333333,0
5,94,61.31,1,3,5,0.20212766,0.652234043,0.052631579,0
2,1561,76.66,4,7,2,0.007046765,0.049109545,0.363636364,0
4,1636,5.71,1,5,4,0.013447433,0.00349022,0.045454545,0
4,517,39.77,7,5,1,0.036750484,0.076924565,0.368421053,0
2,567,94.25,9,3,2,0.029982363,0.16622575,0.529411765,0
2,571,33.67,6,10,4,0.049036778,0.058966725,0.214285714,1
3,321,33.01,5,6,3,0.074766355,0.102834891,0.208333333,0
2,1187,64.15,2,9,5,0.00336984,0.054043808,0.5,0
2,358,5.31,0,10,5,0.033519553,0.014832402,0,0
2,1688,52.49,3,5,5,0.004739336,0.031095972,0.375,0
5,381,68.41,4,2,0,0.01312336,0.179553806,0.8,0
6,858,15.69,2,3,0,0.016317016,0.018286713,0.142857143,0
1,1666,93.56,6,6,4,0.007803121,0.056158463,0.461538462,0
2,618,30.94,6,8,3,0.01618123,0.050064725,0.6,0
5,269,35.05,3,4,5,0.07063197,0.130297398,0.157894737,0
6,1107,46.63,11,8,4,0.010840108,0.042122855,0.916666667,0
3,471,96.93,9,3,4,0.044585987,0.205796178,0.428571429,0
1,472,84.08,4,10,3,0.004237288,0.178135593,2,0
6,426,13.15,6,10,5,0.058685446,0.030868545,0.24,0
3,238,16.65,11,0,4,0.117647059,0.069957983,0.392857143,0
5,755,48.92,2,8,0,0.033112583,0.064794702,0.08,0
1,383,66.13,1,1,0,0.052219321,0.172663185,0.05,0
6,1210,80.37,3,0,3,0.012396694,0.066421488,0.2,0
6,929,46.01,9,7,3,0.024757804,0.049526372,0.391304348,0
3,1731,76.79,3,2,3,0.010398614,0.044361641,0.166666667,0
3,616,38.62,1,2,2,0.043831169,0.062694805,0.037037037,0
6,1032,80.97,11,10,3,0.029069767,0.078459302,0.366666667,0
3,1536,79.94,5,9,1,0.003255208,0.052044271,1,0
4,160,89.67,8,5,2,0.00625,0.5604375,8,0
1,1262,40.27,3,5,3,0.01822504,0.031909667,0.130434783,1
6,573,44.11,11,3,3,0.043630017,0.076980803,0.44,0
2,585,89.34,11,9,1,0.013675214,0.152717949,1.375,0
3,738,7.61,7,7,3,0.032520325,0.010311653,0.291666667,0
1,1122,86.21,7,0,2,0.015151515,0.076836007,0.411764706,0
6,1546,92.65,5,2,4,0.003234153,0.059928849,1,0
3,836,18.29,7,9,3,0.016746411,0.02187799,0.5,0
3,1584,34.22,8,6,0,0.013257576,0.021603535,0.380952381,0
4,877,69.95,2,7,1,0.002280502,0.079760547,1,0
4,1292,66.07,0,9,0,0.003869969,0.051137771,0,0
5,1567,89.94,9,6,5,0.019144863,0.057396299,0.3,0
4,1603,49.42,3,10,2,0.012476606,0.030829694,0.15,0
1,453,64.19,10,1,5,0.013245033,0.141699779,1.666666667,0
1,518,70.73,6,1,0,0.036679537,0.136544402,0.315789474,0
1,1533,3.12,7,1,5,0.00456621,0.002035225,1,0
6,1746,87.99,0,2,5,0.011454754,0.050395189,0,0
3,9,22.6,7,2,0,2.111111111,2.511111111,0.368421053,0
2,949,8.38,5,10,2,0.020021075,0.008830348,0.263157895,0
1,264,89.38,4,5,0,0.041666667,0.338560606,0.363636364,0
5,606,32.18,11,6,3,0.04620462,0.05310231,0.392857143,0
5,642,73.45,10,10,5,0.043613707,0.1144081,0.357142857,0
1,201,91.28,0,3,1,0.124378109,0.454129353,0,0
1,1540,97.98,4,5,4,0.015584416,0.063623377,0.166666667,1
2,548,70.39,5,9,3,0.027372263,0.128448905,0.333333333,0
4,943,70.03,0,1,2,0.004241782,0.07426299,0,0
1,239,72.65,9,1,0,0.025104603,0.303974895,1.5,0
4,1027,10.3,6,1,3,0.026290166,0.010029211,0.222222222,0
2,73,74.37,4,7,3,0.315068493,1.018767123,0.173913043,0
2,364,62.82,8,8,3,0.065934066,0.172582418,0.333333333,0
2,1352,29.19,5,5,3,0.017751479,0.021590237,0.208333333,0
1,1485,26.27,4,6,3,0.018181818,0.017690236,0.148148148,1
4,1758,58.48,1,1,5,0.01592719,0.033265074,0.035714286,0
3,1634,75.66,11,7,5,0.003059976,0.04630355,2.2,0
2,1423,53.52,0,0,2,0.02037948,0.037610682,0,0
5,1718,48.24,1,7,5,0.004074505,0.028079162,0.142857143,0
5,1276,92.71,3,2,5,0.000783699,0.07265674,3,0
6,1136,90.04,1,7,0,0.000880282,0.079260563,1,0
3,1528,36.01,1,5,3,0.013089005,0.023566754,0.05,0
5,290,23.21,0,5,2,0.020689655,0.080034483,0,0
1,274,37.48,9,3,2,0.080291971,0.136788321,0.409090909,0
1,1077,50.2,3,3,1,0.027855153,0.046610956,0.1,1
2,767,90.66,5,4,2,0.016949153,0.118200782,0.384615385,0
5,43,7.78,0,6,5,0.627906977,0.180930233,0,0
2,1607,7.72,4,10,4,0.00746733,0.004803983,0.333333333,0
2,1656,87.74,8,4,1,0.000603865,0.052983092,8,0
3,515,51.33,8,0,3,0.033009709,0.099669903,0.470588235,0
1,1548,79.58,10,7,2,0.012273902,0.051408269,0.526315789,1
5,1154,9.8,2,9,2,0.025129983,0.008492201,0.068965517,0
4,1799,60.27,8,8,1,0.003335186,0.033501946,1.333333333,0
5,1337,17.13,7,6,1,0.021690352,0.012812266,0.24137931,0
4,479,29.84,4,1,3,0.002087683,0.062296451,4,0
2,1805,13.89,9,5,0,0.004432133,0.007695291,1.125,0
6,163,57.22,0,0,5,0.067484663,0.351042945,0,0
3,1496,25.76,6,1,2,0.002673797,0.017219251,1.5,0
4,1423,87.2,4,8,5,0.015460295,0.061278988,0.181818182,0
1,13,10.24,4,8,3,0.538461538,0.787692308,0.571428571,0
5,1657,84.29,6,4,5,0.004224502,0.05086904,0.857142857,0
4,86,52.68,1,5,5,0.069767442,0.61255814,0.166666667,0
6,917,41.98,4,3,5,0.007633588,0.045779716,0.571428571,0
5,1593,62.74,10,3,5,0.017576899,0.039384809,0.357142857,0
5,563,21.35,10,10,5,0.001776199,0.037921847,10,0
4,445,46.42,6,10,3,0.04494382,0.104314607,0.3,0
5,874,33.7,2,10,5,0.028604119,0.038558352,0.08,0
3,544,80.15,4,10,2,0.007352941,0.147334559,1,0
6,48,46.48,2,7,2,0.291666667,0.968333333,0.142857143,0
5,732,83.35,0,2,3,0.028688525,0.11386612,0,0
4,1385,70.6,4,10,5,0.012274368,0.050974729,0.235294118,0
5,1812,40.83,8,1,5,0.002207506,0.022533113,2,0
5,671,22.55,0,7,1,0.032786885,0.033606557,0,0
4,439,86.23,5,10,1,0.059225513,0.19642369,0.192307692,0
1,934,94.3,3,0,2,0.01391863,0.100963597,0.230769231,0
1,825,42.09,6,5,5,0.032727273,0.051018182,0.222222222,1
6,1510,41.42,1,10,3,0.003311258,0.027430464,0.2,0
5,194,99.76,10,7,5,0.082474227,0.514226804,0.625,0
5,1701,88.92,2,8,1,0.008818342,0.052275132,0.133333333,0
2,1379,99.76,1,4,5,0.010152284,0.072342277,0.071428571,0
4,304,61.72,2,0,5,0.098684211,0.203026316,0.066666667,0
5,47,32.21,9,2,1,0.595744681,0.685319149,0.321428571,0
6,1564,86.82,8,6,4,0.017902813,0.055511509,0.285714286,0
6,1634,42.9,2,2,3,0.011015912,0.02625459,0.111111111,0
2,1015,5.44,7,10,3,0.006896552,0.005359606,1,0
4,739,49.75,1,8,1,0.033829499,0.067320704,0.04,0
4,1473,48.78,3,3,3,0.00407332,0.03311609,0.5,0
2,1746,44.05,1,3,0,0.001718213,0.025229095,0.333333333,0
1,987,62.15,10,8,5,0.012158055,0.062968592,0.833333333,0
3,263,44.97,5,6,3,0.114068441,0.170988593,0.166666667,0
1,1251,18.15,2,6,3,0.005595524,0.014508393,0.285714286,0
4,224,5.62,7,1,2,0.107142857,0.025089286,0.291666667,0
6,1192,51.26,11,0,0,0.023489933,0.043003356,0.392857143,0
6,1555,92.3,4,8,0,0.01414791,0.059356913,0.181818182,0
4,1564,74.77,10,9,2,0.008951407,0.047806905,0.714285714,0
4,889,61.71,1,5,4,0.002249719,0.069415073,0.5,0
2,617,67.96,0,0,5,0.001620746,0.110145867,0,0
3,246,18.32,11,4,2,0.056910569,0.074471545,0.785714286,0
1,221,4.9,10,6,4,0.085972851,0.022171946,0.526315789,0
4,657,97.54,6,5,0,0.02739726,0.148462709,0.333333333,0
3,64,12.33,10,5,3,0.359375,0.19265625,0.434782609,0
2,109,29.42,2,3,1,0.23853211,0.269908257,0.076923077,0
4,1794,4.14,8,1,1,0.001672241,0.002307692,2.666666667,0
3,578,60.9,6,7,4,0.029411765,0.105363322,0.352941176,0
4,590,57.23,2,3,1,0.050847458,0.097,0.066666667,0
4,1765,15.47,10,8,5,0.006232295,0.008764873,0.909090909,0
4,368,76.2,10,7,5,0.002717391,0.207065217,10,0
1,511,48.61,11,0,2,0.009784736,0.095127202,2.2,0
4,1797,21.52,6,8,2,0.008903728,0.011975515,0.375,0
